track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found
Sligo Racing Results | 10th June 2025 17:28,N/A,17:28,Good (Good To Yielding In Places),2m 2f 96y,Mephisto (IRE),K C Sexton,0,G Keane,7th,1 l,8,11-0v,93,True
Limerick Racing Results | 11th June 2025 17:50,N/A,17:50,Good,1m,Tero D'rosa (IRE),D W O'Connor,0,R O'Sullivan,7th,Head,3,9-8,-,True
Limerick Racing Results | 11th June 2025 17:50,N/A,17:50,Good,1m,Kevin The Great (IRE),S Foley,0,Mrs J Harrington,6th,3 3/4 l,3,9-8,-,True
Limerick Racing Results | 11th June 2025 17:50,N/A,17:50,Good,1m,Little Miss P (IRE),N M Crosse,0,W McCreery,5th,1 3/4 l,3,9-3,-,True
Limerick Racing Results | 11th June 2025 17:50,N/A,17:50,Good,1m,Naples (IRE),W J Lee,0,P Twomey,4th,2 1/4 l,3,9-8,-,True
Limerick Racing Results | 11th June 2025 17:50,N/A,17:50,Good,1m,Daler (IRE),C T Keane,0,G M Lyons,3rd,3 l,3,9-8t1,79,True
Limerick Racing Results | 11th June 2025 17:50,N/A,17:50,Good,1m,Hellorhighwater,G F Carroll,0,G P Cromwell,2nd,1 1/4 l,3,9-8,-,True
Limerick Racing Results | 11th June 2025 17:50,N/A,17:50,Good,1m,Valorous Power (GER),D McMonagle,0,J P O'Brien,1st,N/A,3,9-8,-,True
Limerick Racing Results | 11th June 2025 18:20,N/A,18:20,Good,1m,Nocturnal (IRE),W M Lordan,0,N Lupini,7th,1/2 l,4,9-9,81,True
Limerick Racing Results | 11th June 2025 18:20,N/A,18:20,Good,1m,Sylkie,R P Cleary,0,D Howard,6th,1 1/4 l,4,9-1p,73,True
Limerick Racing Results | 11th June 2025 18:20,N/A,18:20,Good,1m,Anvika (IRE),R C Colgan,0,S Lavery,5th,1/2 l,4,9-7,79,True
Limerick Racing Results | 11th June 2025 18:20,N/A,18:20,Good,1m,Bellaphina (IRE),J J G Ryan,3,J A Kinsella,4th,3/4 l,5,9-13t,85,True
Limerick Racing Results | 11th June 2025 18:20,N/A,18:20,Good,1m,Perfect Judgement (IRE),J Kearney,3,Stephen Thorne,3rd,1/2 l,4,10-0b,86,True
Limerick Racing Results | 11th June 2025 18:20,N/A,18:20,Good,1m,Expound,J M Sheridan,0,D Hogan,2nd,Neck,6,9-7tp,79,True
Limerick Racing Results | 11th June 2025 18:20,N/A,18:20,Good,1m,Facethepuckout (IRE),C T Keane,0,M O'Callaghan,1st,N/A,9,9-6,78,True
Limerick Racing Results | 11th June 2025 18:20,N/A,18:20,Good,1m,Nocturnal (IRE),W M Lordan,0,N Lupini,7th,1/2 l,4,9-9,81,True
Limerick Racing Results | 11th June 2025 18:20,N/A,18:20,Good,1m,Sylkie,R P Cleary,0,D Howard,6th,1 1/4 l,4,9-1p,73,True
Limerick Racing Results | 11th June 2025 18:20,N/A,18:20,Good,1m,Anvika (IRE),R C Colgan,0,S Lavery,5th,1/2 l,4,9-7,79,True
Limerick Racing Results | 11th June 2025 18:20,N/A,18:20,Good,1m,Bellaphina (IRE),J J G Ryan,3,J A Kinsella,4th,3/4 l,5,9-13t,85,True
Limerick Racing Results | 11th June 2025 18:20,N/A,18:20,Good,1m,Perfect Judgement (IRE),J Kearney,3,Stephen Thorne,3rd,1/2 l,4,10-0b,86,True
Limerick Racing Results | 11th June 2025 18:20,N/A,18:20,Good,1m,Expound,J M Sheridan,0,D Hogan,2nd,Neck,6,9-7tp,79,True
Limerick Racing Results | 11th June 2025 18:20,N/A,18:20,Good,1m,Facethepuckout (IRE),C T Keane,0,M O'Callaghan,1st,N/A,9,9-6,78,True
Limerick Racing Results | 11th June 2025 18:50,N/A,18:50,Good,1m,Timeonourside (IRE),G M Ryan,0,Leonard Flynn,13th,17 l,4,9-6b1,61,True
Limerick Racing Results | 11th June 2025 18:50,N/A,18:50,Good,1m,Morning Approach (IRE),N M Crosse,0,W McCreery,12th,Neck,7,9-8,63,True
Limerick Racing Results | 11th June 2025 18:50,N/A,18:50,Good,1m,Church Mountain (IRE),J M Sheridan,0,D Hogan,11th,Neck,7,9-12tp,67,True
Limerick Racing Results | 11th June 2025 18:50,N/A,18:50,Good,1m,Mythical Rock (IRE),L T McAteer,0,P J F Murphy,10th,1/2 l,4,10-0,69,True
Limerick Racing Results | 11th June 2025 18:50,N/A,18:50,Good,1m,Glen Princess (IRE),A Browne-Souza,10,S Millar,9th,1/2 l,4,9-13,68,True
Limerick Racing Results | 11th June 2025 18:50,N/A,18:50,Good,1m,Brewel Hill (IRE),G Brouder,5,P McCreery,8th,Neck,9,10-0t,69,True
Limerick Racing Results | 11th June 2025 18:50,N/A,18:50,Good,1m,Kinda Tiny (IRE),R P Whelan,0,T Doyle,7th,1 3/4 l,5,9-8,63,True
Limerick Racing Results | 11th June 2025 18:50,N/A,18:50,Good,1m,Tofino (IRE),R Whearty,3,G P Cromwell,6th,3/4 l,3,8-12,64,True
Limerick Racing Results | 11th June 2025 18:50,N/A,18:50,Good,1m,Notforalongtime,R M Mulligan,7,Laura Hourigan,5th,3 1/4 l,8,9-7b,62,True
Limerick Racing Results | 11th June 2025 18:50,N/A,18:50,Good,1m,Dragon Of Malta (IRE),C T Keane,0,P F O'Donnell,4th,3 l,8,9-12tb,67,True
Limerick Racing Results | 11th June 2025 18:50,N/A,18:50,Good,1m,Harry The Rogue (IRE),S Coen,7,A Slattery,3rd,Short Head,4,9-12,67,True
Limerick Racing Results | 11th June 2025 18:50,N/A,18:50,Good,1m,Heliogabalus (IRE),S Foley,0,S Byrne,2nd,2 1/4 l,4,9-8p,63,True
Limerick Racing Results | 11th June 2025 18:50,N/A,18:50,Good,1m,Martinelli (IRE),D McMonagle,0,K P Cotter,1st,N/A,4,9-8,63,True
Limerick Racing Results | 11th June 2025 18:50,N/A,18:50,Good,1m,Timeonourside (IRE),G M Ryan,0,Leonard Flynn,13th,17 l,4,9-6b1,61,True
Limerick Racing Results | 11th June 2025 18:50,N/A,18:50,Good,1m,Morning Approach (IRE),N M Crosse,0,W McCreery,12th,Neck,7,9-8,63,True
Limerick Racing Results | 11th June 2025 18:50,N/A,18:50,Good,1m,Church Mountain (IRE),J M Sheridan,0,D Hogan,11th,Neck,7,9-12tp,67,True
Limerick Racing Results | 11th June 2025 18:50,N/A,18:50,Good,1m,Mythical Rock (IRE),L T McAteer,0,P J F Murphy,10th,1/2 l,4,10-0,69,True
Limerick Racing Results | 11th June 2025 18:50,N/A,18:50,Good,1m,Glen Princess (IRE),A Browne-Souza,10,S Millar,9th,1/2 l,4,9-13,68,True
Limerick Racing Results | 11th June 2025 18:50,N/A,18:50,Good,1m,Brewel Hill (IRE),G Brouder,5,P McCreery,8th,Neck,9,10-0t,69,True
Limerick Racing Results | 11th June 2025 18:50,N/A,18:50,Good,1m,Kinda Tiny (IRE),R P Whelan,0,T Doyle,7th,1 3/4 l,5,9-8,63,True
Limerick Racing Results | 11th June 2025 18:50,N/A,18:50,Good,1m,Tofino (IRE),R Whearty,3,G P Cromwell,6th,3/4 l,3,8-12,64,True
Limerick Racing Results | 11th June 2025 18:50,N/A,18:50,Good,1m,Notforalongtime,R M Mulligan,7,Laura Hourigan,5th,3 1/4 l,8,9-7b,62,True
Limerick Racing Results | 11th June 2025 18:50,N/A,18:50,Good,1m,Dragon Of Malta (IRE),C T Keane,0,P F O'Donnell,4th,3 l,8,9-12tb,67,True
Limerick Racing Results | 11th June 2025 18:50,N/A,18:50,Good,1m,Harry The Rogue (IRE),S Coen,7,A Slattery,3rd,Short Head,4,9-12,67,True
Limerick Racing Results | 11th June 2025 18:50,N/A,18:50,Good,1m,Heliogabalus (IRE),S Foley,0,S Byrne,2nd,2 1/4 l,4,9-8p,63,True
Limerick Racing Results | 11th June 2025 18:50,N/A,18:50,Good,1m,Martinelli (IRE),D McMonagle,0,K P Cotter,1st,N/A,4,9-8,63,True
Limerick Racing Results | 11th June 2025 19:20,N/A,19:20,Good,7f,Layoftheland (IRE),S P Davis,0,Sean Davis,14th,4 3/4 l,4,9-1t,45,True
Limerick Racing Results | 11th June 2025 19:20,N/A,19:20,Good,7f,Still Rolling (IRE),M W Hassett,5,P J F Murphy,13th,3 l,4,9-7,51,True
Limerick Racing Results | 11th June 2025 19:20,N/A,19:20,Good,7f,Lakota Lady (IRE),C D Hayes,0,M J Browne,12th,1 1/4 l,5,9-0t,44,True
Limerick Racing Results | 11th June 2025 19:20,N/A,19:20,Good,7f,Katie Ross (IRE),G F Carroll,0,G P Cromwell,11th,Neck,3,9-0ht1,54,True
Limerick Racing Results | 11th June 2025 19:20,N/A,19:20,Good,7f,Akeela,D McMonagle,0,Ian Donoghue,10th,1/2 l,5,9-4ht1,48,True
Limerick Racing Results | 11th June 2025 19:20,N/A,19:20,Good,7f,Celtic Druid (IRE),R Whearty,3,T G McCourt,9th,Neck,4,8-10v,40,True
Limerick Racing Results | 11th June 2025 19:20,N/A,19:20,Good,7f,Chou Chou (IRE),C T Keane,0,E O'Connell,8th,1/2 l,4,9-2t,46,True
Limerick Racing Results | 11th June 2025 19:20,N/A,19:20,Good,7f,Miqdaad (IRE),C D Fahy,10,J C McConnell,7th,3/4 l,5,9-2b,46,True
Limerick Racing Results | 11th June 2025 19:20,N/A,19:20,Good,7f,Cherry Pink (IRE),Adam Caffrey,0,A McGuinness,6th,1/2 l,5,10-3v,61,True
Limerick Racing Results | 11th June 2025 19:20,N/A,19:20,Good,7f,Blue Wood (IRE),W Joyce,3,K Smith,5th,Nose,9,9-0t,44,True
Limerick Racing Results | 11th June 2025 19:20,N/A,19:20,Good,7f,Elusive Duke (IRE),W M Lordan,0,Kevin Coleman,4th,3/4 l,3,9-6,60,True
Limerick Racing Results | 11th June 2025 19:20,N/A,19:20,Good,7f,Hell Left Loose,Nicola Burns,7,D Hogan,3rd,1 1/2 l,9,8-10tp,40,True
Limerick Racing Results | 11th June 2025 19:20,N/A,19:20,Good,7f,James The Second (IRE),T Casey,10,M Mulvany,2nd,1 1/2 l,3,8-8,48,True
Limerick Racing Results | 11th June 2025 19:20,N/A,19:20,Good,7f,Zaraahmando (IRE),A J Slattery,0,A Slattery,1st,N/A,3,8-13,53,True
Limerick Racing Results | 11th June 2025 19:20,N/A,19:20,Good,7f,Layoftheland (IRE),S P Davis,0,Sean Davis,14th,4 3/4 l,4,9-1t,45,True
Limerick Racing Results | 11th June 2025 19:20,N/A,19:20,Good,7f,Still Rolling (IRE),M W Hassett,5,P J F Murphy,13th,3 l,4,9-7,51,True
Limerick Racing Results | 11th June 2025 19:20,N/A,19:20,Good,7f,Lakota Lady (IRE),C D Hayes,0,M J Browne,12th,1 1/4 l,5,9-0t,44,True
Limerick Racing Results | 11th June 2025 19:20,N/A,19:20,Good,7f,Katie Ross (IRE),G F Carroll,0,G P Cromwell,11th,Neck,3,9-0ht1,54,True
Limerick Racing Results | 11th June 2025 19:20,N/A,19:20,Good,7f,Akeela,D McMonagle,0,Ian Donoghue,10th,1/2 l,5,9-4ht1,48,True
Limerick Racing Results | 11th June 2025 19:20,N/A,19:20,Good,7f,Celtic Druid (IRE),R Whearty,3,T G McCourt,9th,Neck,4,8-10v,40,True
Limerick Racing Results | 11th June 2025 19:20,N/A,19:20,Good,7f,Chou Chou (IRE),C T Keane,0,E O'Connell,8th,1/2 l,4,9-2t,46,True
Limerick Racing Results | 11th June 2025 19:20,N/A,19:20,Good,7f,Miqdaad (IRE),C D Fahy,10,J C McConnell,7th,3/4 l,5,9-2b,46,True
Limerick Racing Results | 11th June 2025 19:20,N/A,19:20,Good,7f,Cherry Pink (IRE),Adam Caffrey,0,A McGuinness,6th,1/2 l,5,10-3v,61,True
Limerick Racing Results | 11th June 2025 19:20,N/A,19:20,Good,7f,Blue Wood (IRE),W Joyce,3,K Smith,5th,Nose,9,9-0t,44,True
Limerick Racing Results | 11th June 2025 19:20,N/A,19:20,Good,7f,Elusive Duke (IRE),W M Lordan,0,Kevin Coleman,4th,3/4 l,3,9-6,60,True
Limerick Racing Results | 11th June 2025 19:20,N/A,19:20,Good,7f,Hell Left Loose,Nicola Burns,7,D Hogan,3rd,1 1/2 l,9,8-10tp,40,True
Limerick Racing Results | 11th June 2025 19:20,N/A,19:20,Good,7f,James The Second (IRE),T Casey,10,M Mulvany,2nd,1 1/2 l,3,8-8,48,True
Limerick Racing Results | 11th June 2025 19:20,N/A,19:20,Good,7f,Zaraahmando (IRE),A J Slattery,0,A Slattery,1st,N/A,3,8-13,53,True
Limerick Racing Results | 11th June 2025 19:50,N/A,19:50,Good,7f,Haeret In Pectore (IRE),C T Keane,0,A J Martin,15th,16 l,4,9-6t,49,True
Limerick Racing Results | 11th June 2025 19:50,N/A,19:50,Good,7f,Romantic War (IRE),R P Cleary,0,T Cleary,14th,3 3/4 l,3,8-7,43,True
Limerick Racing Results | 11th June 2025 19:50,N/A,19:50,Good,7f,Esque Elegance (IRE),R Coakley,0,J C McConnell,13th,1 3/4 l,3,9-3p,56,True
Limerick Racing Results | 11th June 2025 19:50,N/A,19:50,Good,7f,Wayne R Walker,P McGettigan,7,D Kinsella,12th,1 3/4 l,6,8-11tb,40,True
Limerick Racing Results | 11th June 2025 19:50,N/A,19:50,Good,7f,Eruption (IRE),D W O'Connor,0,J C McConnell,11th,Neck,6,10-2,59,True
Limerick Racing Results | 11th June 2025 19:50,N/A,19:50,Good,7f,Browned Off (IRE),D McMonagle,0,P W Flynn,10th,Neck,4,9-0,43,True
Limerick Racing Results | 11th June 2025 19:50,N/A,19:50,Good,7f,Aisling Oscar (IRE),Neve Bennett,7,Craig O'Neill,9th,1 1/2 l,4,9-2,45,True
Limerick Racing Results | 11th June 2025 19:50,N/A,19:50,Good,7f,Dinamine (IRE),W Joyce,3,M Mulvany,8th,3/4 l,7,9-7,50,True
Limerick Racing Results | 11th June 2025 19:50,N/A,19:50,Good,7f,Rattletheonionbag (IRE),D P McDonogh,0,W P Browne,7th,1/2 l,5,8-12,41,True
Limerick Racing Results | 11th June 2025 19:50,N/A,19:50,Good,7f,Shuyak (IRE),N M Crosse,0,P J F Murphy,6th,Neck,3,8-9,48,True
Limerick Racing Results | 11th June 2025 19:50,N/A,19:50,Good,7f,Big Baby Bull (IRE),C D Hayes,0,John Hayes,5th,Head,9,9-10tb,53,True
Limerick Racing Results | 11th June 2025 19:50,N/A,19:50,Good,7f,Sovereign Banter (IRE),S Foley,0,E J O'Grady,4th,1 1/4 l,3,8-13p,52,True
Limerick Racing Results | 11th June 2025 19:50,N/A,19:50,Good,7f,Merchants Arch (IRE),J A Powell,3,R O'Sullivan,3rd,Head,3,9-5p,58,True
Limerick Racing Results | 11th June 2025 19:50,N/A,19:50,Good,7f,Jasmine Affanalis (IRE),L T McAteer,0,D Marnane,2nd,3 l,3,9-0h,53,True
Limerick Racing Results | 11th June 2025 19:50,N/A,19:50,Good,7f,In The Minus (IRE),S P Davis,0,Sean Davis,1st,N/A,3,8-13,52,True
Limerick Racing Results | 11th June 2025 19:50,N/A,19:50,Good,7f,Haeret In Pectore (IRE),C T Keane,0,A J Martin,15th,16 l,4,9-6t,49,True
Limerick Racing Results | 11th June 2025 19:50,N/A,19:50,Good,7f,Romantic War (IRE),R P Cleary,0,T Cleary,14th,3 3/4 l,3,8-7,43,True
Limerick Racing Results | 11th June 2025 19:50,N/A,19:50,Good,7f,Esque Elegance (IRE),R Coakley,0,J C McConnell,13th,1 3/4 l,3,9-3p,56,True
Limerick Racing Results | 11th June 2025 19:50,N/A,19:50,Good,7f,Wayne R Walker,P McGettigan,7,D Kinsella,12th,1 3/4 l,6,8-11tb,40,True
Limerick Racing Results | 11th June 2025 19:50,N/A,19:50,Good,7f,Eruption (IRE),D W O'Connor,0,J C McConnell,11th,Neck,6,10-2,59,True
Limerick Racing Results | 11th June 2025 19:50,N/A,19:50,Good,7f,Browned Off (IRE),D McMonagle,0,P W Flynn,10th,Neck,4,9-0,43,True
Limerick Racing Results | 11th June 2025 19:50,N/A,19:50,Good,7f,Aisling Oscar (IRE),Neve Bennett,7,Craig O'Neill,9th,1 1/2 l,4,9-2,45,True
Limerick Racing Results | 11th June 2025 19:50,N/A,19:50,Good,7f,Dinamine (IRE),W Joyce,3,M Mulvany,8th,3/4 l,7,9-7,50,True
Limerick Racing Results | 11th June 2025 19:50,N/A,19:50,Good,7f,Rattletheonionbag (IRE),D P McDonogh,0,W P Browne,7th,1/2 l,5,8-12,41,True
Limerick Racing Results | 11th June 2025 19:50,N/A,19:50,Good,7f,Shuyak (IRE),N M Crosse,0,P J F Murphy,6th,Neck,3,8-9,48,True
Limerick Racing Results | 11th June 2025 19:50,N/A,19:50,Good,7f,Big Baby Bull (IRE),C D Hayes,0,John Hayes,5th,Head,9,9-10tb,53,True
Limerick Racing Results | 11th June 2025 19:50,N/A,19:50,Good,7f,Sovereign Banter (IRE),S Foley,0,E J O'Grady,4th,1 1/4 l,3,8-13p,52,True
Limerick Racing Results | 11th June 2025 19:50,N/A,19:50,Good,7f,Merchants Arch (IRE),J A Powell,3,R O'Sullivan,3rd,Head,3,9-5p,58,True
Limerick Racing Results | 11th June 2025 19:50,N/A,19:50,Good,7f,Jasmine Affanalis (IRE),L T McAteer,0,D Marnane,2nd,3 l,3,9-0h,53,True
Limerick Racing Results | 11th June 2025 19:50,N/A,19:50,Good,7f,In The Minus (IRE),S P Davis,0,Sean Davis,1st,N/A,3,8-13,52,True
Limerick Racing Results | 11th June 2025 20:20,N/A,20:20,Good,2m 1f,Evening's Empire (IRE),J J G Ryan,3,J Barcoe,11th,14 l,5,9-9,65,True
Limerick Racing Results | 11th June 2025 20:20,N/A,20:20,Good,2m 1f,Final Orders,G F Carroll,0,G P Cromwell,10th,3 1/2 l,9,9-9p,65,True
Limerick Racing Results | 11th June 2025 20:20,N/A,20:20,Good,2m 1f,Say It So (IRE),W J Lee,0,E McNamara,9th,4 1/2 l,6,10-0tb,70,True
Limerick Racing Results | 11th June 2025 20:20,N/A,20:20,Good,2m 1f,Curious Bride (IRE),D J O'Connor,10,E O'Connell,8th,1 l,8,10-3t,73,True
Limerick Racing Results | 11th June 2025 20:20,N/A,20:20,Good,2m 1f,Takarengo (IRE),C T Keane,0,T Mullins,7th,1 1/4 l,9,9-10p,66,True
Limerick Racing Results | 11th June 2025 20:20,N/A,20:20,Good,2m 1f,The Truant (IRE),R Whearty,3,P W Flynn,6th,Head,8,9-12tb,68,True
Limerick Racing Results | 11th June 2025 20:20,N/A,20:20,Good,2m 1f,Quiz Test (IRE),S Foley,0,S Byrne,5th,1 1/2 l,5,9-12p,68,True
Limerick Racing Results | 11th June 2025 20:20,N/A,20:20,Good,2m 1f,Dark Note,A J Slattery,0,A Slattery,4th,1 3/4 l,6,10-1,71,True
Limerick Racing Results | 11th June 2025 20:20,N/A,20:20,Good,2m 1f,Carried With Love (IRE),D McMonagle,0,J P O'Brien,3rd,1 1/4 l,4,9-4p1,60,True
Limerick Racing Results | 11th June 2025 20:20,N/A,20:20,Good,2m 1f,Makaiah (IRE),M W Hassett,5,Gerard O'Leary,2nd,Short Head,4,9-8,64,True
Limerick Racing Results | 11th June 2025 20:20,N/A,20:20,Good,2m 1f,Party Dress (IRE),Jessica Maye,7,W McCreery,1st,N/A,5,9-12t1,68,True
Limerick Racing Results | 11th June 2025 20:20,N/A,20:20,Good,2m 1f,Evening's Empire (IRE),J J G Ryan,3,J Barcoe,11th,14 l,5,9-9,65,True
Limerick Racing Results | 11th June 2025 20:20,N/A,20:20,Good,2m 1f,Final Orders,G F Carroll,0,G P Cromwell,10th,3 1/2 l,9,9-9p,65,True
Limerick Racing Results | 11th June 2025 20:20,N/A,20:20,Good,2m 1f,Say It So (IRE),W J Lee,0,E McNamara,9th,4 1/2 l,6,10-0tb,70,True
Limerick Racing Results | 11th June 2025 20:20,N/A,20:20,Good,2m 1f,Curious Bride (IRE),D J O'Connor,10,E O'Connell,8th,1 l,8,10-3t,73,True
Limerick Racing Results | 11th June 2025 20:20,N/A,20:20,Good,2m 1f,Takarengo (IRE),C T Keane,0,T Mullins,7th,1 1/4 l,9,9-10p,66,True
Limerick Racing Results | 11th June 2025 20:20,N/A,20:20,Good,2m 1f,The Truant (IRE),R Whearty,3,P W Flynn,6th,Head,8,9-12tb,68,True
Limerick Racing Results | 11th June 2025 20:20,N/A,20:20,Good,2m 1f,Quiz Test (IRE),S Foley,0,S Byrne,5th,1 1/2 l,5,9-12p,68,True
Limerick Racing Results | 11th June 2025 20:20,N/A,20:20,Good,2m 1f,Dark Note,A J Slattery,0,A Slattery,4th,1 3/4 l,6,10-1,71,True
Limerick Racing Results | 11th June 2025 20:20,N/A,20:20,Good,2m 1f,Carried With Love (IRE),D McMonagle,0,J P O'Brien,3rd,1 1/4 l,4,9-4p1,60,True
Limerick Racing Results | 11th June 2025 20:20,N/A,20:20,Good,2m 1f,Makaiah (IRE),M W Hassett,5,Gerard O'Leary,2nd,Short Head,4,9-8,64,True
Limerick Racing Results | 11th June 2025 20:20,N/A,20:20,Good,2m 1f,Party Dress (IRE),Jessica Maye,7,W McCreery,1st,N/A,5,9-12t1,68,True
